song_id,title,performer,genre_id,streams,artist followers
1461,Graveyard,230,3,5044853,15663384
1462,Wake Up Call ,115,2,5029979,2010879
1463,Turn Me On ,18,3,4925843,83743
1464,Hips Don't Lie ,406,3,4918636,22136717
1465,Liar,21,3,4896939,22698747
1466,Going Bad ,438,3,4889500,5241145
1467,ME! ,189,3,4884909,42227614
1468,Panini,5,3,4867723,5488666
1469,idontwannabeyouanymore,30,3,4824483,47061119
1470,The London ,149,3,4791732,6383275
1471,223's ,393,6,4781697,6332535
1472,Darkness,114,2,7618955,46814751
1473,You Gona Learn ,114,2,7157402,46814751
1474,Blue World,431,2,7060589,6189454
1476,Unaccommodating ,114,2,6374807,46814751
1477,Donuts,439,2,6113037,1140383
1478,Leaving Heaven ,114,2,5466161,46814751
1479,Zu Ende,412,2,5297101,1045091
1480,BITCH,36,3,5215211,4794212
1481,Look At Her Now,123,9,5066377,1251372
1482,Bi Sonraki HayatÄ,440,6,5037967,862965
1483,Legends,96,6,4922369,19102888
1485,Post Malone ,441,3,4855270,639516
1486,In Too Deep,114,2,4824037,46814751
1487,Premonition ,114,2,10830400,46814751
1488,I Can See,431,2,10086930,6189454
1489,Hand Me Downs,431,2,9521654,6189454
1490,No Regrets ,114,2,9493884,46814751
1491,Complicated,431,2,9443725,6189454
1492,Lock It Up ,114,2,9328951,46814751
1493,Marsh,114,2,9260007,46814751
1494,Stepdad,114,2,9159901,46814751
1495,Yah Yah ,114,2,8695060,46814751
1496,Never Love Again,114,2,8335790,46814751
1497,Woods,431,2,8329349,6189454
1498,Farewell,114,2,8277608,46814751
1499,Everybody,431,2,8172098,6189454
1500,Alfred,114,2,8030151,46814751
1501,Little Engine,114,2,7913461,46814751
1502,I Will ,114,2,7115414,46814751
1503,Still Learning,230,3,7050815,15663384
1504,Surf,431,2,6960699,6189454
1505,That's On Me,431,2,6462701,6189454
1506,Once A Day,431,2,6159873,6189454
1507,Big Drip,361,2,6010373,1700759
1508,Hands,431,2,5934464,6189454
1510,Blanche,442,3,5656775,1603670
1511,Vulnerable,123,3,7531094,28931149
1512,Dance Again,123,3,7394604,28931149
1513,Ring,123,3,6693229,28931149
1514,Crowded Room ,123,3,6483001,28931149
1515,People You Know,123,3,6255954,28931149
1516,Up All Night,83,3,5834918,14190858
1517,Nice To Meet Ya,419,3,5730427,7564659
1518,Into the Unknown,443,9,5705999,1251372
1519,Let Me Get Me,123,3,5356671,28931149
1520,A Sweeter Place ,123,3,5291134,28931149
1521,Stuck In A Dream ,168,6,5258047,3818503
1522,Take What You Want ,17,6,5199618,33663701
1523,Tip Toe ,113,6,5150724,6608815
1524,Start Wit Me ,113,6,5085706,6608815
1525,Diamonds ,36,3,4981484,4794212
1526,Don't Call Me Up,444,3,4931458,1374784
1527,Death,76,6,4929396,6434201
1529,Cut You Off,123,3,4874380,28931149
1530,Kinda Crazy,123,3,4866777,28931149
1532,Taki Taki ,214,3,4816702,7408249
1533,Family,129,3,6145132,18195884
1534,GANG GANG,347,6,5898484,437907
1535,Had Enough ,182,6,5748010,437907
1536,WHAT TO DO? ,347,6,5586351,437907
1537,Writing on the Wall ,445,3,5229616,4039037
1538,VALENTINO,26,6,4935492,1276406
1540,Roller,249,2,4732292,1674348
1541,Never Really Over,288,3,4679948,18936929
1542,One Kiss ,67,3,4594157,21946934
1544,Trampoline,425,3,8896030,139434
1545,GATTI,347,6,7685470,437907
1546,Candy,6,3,5632102,8671649
1547,JACKBOYS,347,6,5363493,437907
1548,Combatchy ,188,3,5149797,10741972
1549,Old Town Road,5,3,4852004,5488666
1550,Let Me Know ,96,6,4701532,19102888
1551,Ne reviens pas,446,3,4676857,1390813
1552,New Rules,9,3,4630675,27167675
1553,Cheirosa,275,4,4623030,15019109
1554,Havana ,21,3,4620876,22698747
1556,Lover ,189,3,4595450,42227614
